"customer_id","first_name","last_name","rental_count","rental_duration_in_hour"
502,"Brett","Cornwell","34","384"
30,"Melissa","King","34","383"
485,"Clyde","Tobias","29","383"
592,"Terrance","Roush","29","382"
410,"Curtis","Irby","38","382"
52,"Julie","Sanchez","29","381"
211,"Stacey","Montgomery","34","381"
360,"Ralph","Madrigal","34","381"
504,"Nathaniel","Adam","28","380"
131,"Monica","Hicks","30","379"
210,"Ella","Oliver","31","379"
120,"Sylvia","Ortiz","32","378"
520,"Mitchell","Westmoreland","32","378"
306,"Charles","Kowalski","32","377"
376,"Randy","Gaither","28","377"
112,"Rosa","Reynolds","30","377"
89,"Julia","Flores","32","376"
570,"Ivan","Cromwell","26","376"
54,"Teresa","Rogers","29","376"
214,"Kristin","Johnston","31","375"
232,"Constance","Reid","25","375"
220,"Charlene","Alvarez","27","374"
273,"Priscilla","Lowe","35","373"
470,"Gordon","Allard","32","373"
349,"Joe","Gilliland","29","373"
546,"Kelly","Knott","25","371"
113,"Cindy","Fisher","29","371"
595,"Terrence","Gunderson","30","370"
289,"Violet","Rodriquez","30","370"
141,"Debbie","Reyes","32","369"
436,"Troy","Quigley","30","368"
319,"Ronald","Weiner","30","368"
42,"Carolyn","Perez","30","367"
406,"Nathan","Runyon","32","367"
314,"George","Linton","33","366"
125,"Ethel","Webb","32","366"
168,"Regina","Berry","34","366"
569,"Dave","Gardiner","32","366"
594,"Eduardo","Hiatt","27","365"
332,"Stephen","Qualls","28","365"
228,"Allison","Stanley","27","365"
251,"Vickie","Brewer","31","364"
473,"Jorge","Olivares","34","363"
209,"Tonya","Chapman","32","363"
432,"Edwin","Burk","23","362"
265,"Jennie","Terry","29","361"
23,"Sarah","Lewis","30","361"
455,"Jon","Wiles","24","361"
83,"Louise","Jenkins","25","361"
64,"Judith","Cox","33","361"
126,"Ellen","Simpson","28","360"
278,"Billie","Horton","26","360"
302,"Michael","Silverman","29","360"
397,"Jimmy","Schrader","29","360"
57,"Evelyn","Morgan","28","359"
172,"Bernice","Willis","33","359"
386,"Todd","Tan","29","359"
462,"Warren","Sherrod","33","359"
484,"Roberto","Vu","30","358"
71,"Kathy","James","30","357"
240,"Marlene","Welch","26","357"
500,"Reginald","Kinder","28","357"
528,"Claude","Herzog","25","357"
435,"Ricky","Shelby","25","357"
286,"Velma","Lucas","27","357"
254,"Maxine","Silva","32","357"
385,"Phillip","Holm","26","355"
206,"Terri","Vasquez","27","355"
244,"Viola","Hanson","32","354"
323,"Matthew","Mahan","31","354"
176,"June","Carroll","37","353"
259,"Lena","Jensen","32","353"
280,"Tracey","Barrett","27","353"
438,"Barry","Lovelace","33","353"
7,"Maria","Miller","33","352"
565,"Jaime","Nettles","29","352"
279,"Dianne","Shelton","31","352"
342,"Harold","Martino","32","352"
82,"Kathryn","Coleman","26","351"
374,"Jeremy","Hurtado","28","351"
296,"Ramona","Hale","30","350"
28,"Cynthia","Young","32","350"
151,"Megan","Palmer","27","350"
584,"Salvador","Teel","30","349"
53,"Heather","Morris","30","349"
340,"Patrick","Newsom","31","349"
32,"Amy","Lopez","29","349"
322,"Jason","Morrissey","28","348"
26,"Jessica","Hall","34","348"
114,"Grace","Ellis","33","347"
442,"Leroy","Bustamante","32","347"
263,"Hilda","Hopkins","29","347"
91,"Lois","Butler","35","346"
35,"Virginia","Green","32","345"
571,"Johnnie","Chisholm","24","345"
527,"Cory","Meehan","24","345"
461,"Derek","Blakely","28","344"
186,"Holly","Fox","31","344"
235,"Jackie","Lynch","25","344"
535,"Javier","Elrod","32","344"
130,"Charlotte","Hunter","24","344"
581,"Virgil","Wofford","27","343"
167,"Sally","Pierce","32","343"
576,"Morris","Mccarter","34","343"
357,"Keith","Rico","26","343"
185,"Roberta","Harper","23","342"
498,"Gene","Sanborn","27","341"
550,"Guy","Brownlee","32","341"
51,"Alice","Stewart","33","341"
316,"Steven","Curley","29","340"
92,"Tina","Simmons","28","340"
529,"Erik","Guillen","29","339"
377,"Howard","Fortner","26","338"
253,"Terry","Carlson","29","337"
424,"Kyle","Spurlock","30","337"
409,"Rodney","Moeller","23","336"
282,"Jenny","Castro","27","335"
334,"Raymond","Mcwhorter","30","334"
588,"Marion","Ocampo","29","334"
589,"Tracy","Herrmann","28","334"
146,"Jamie","Rice","29","334"
199,"Beth","Franklin","25","332"
233,"Lillie","Kim","23","332"
291,"Toni","Holt","23","331"
551,"Clayton","Barbee","26","331"
201,"Vicki","Fields","25","331"
307,"Joseph","Joy","30","331"
558,"Jimmie","Eggleston","28","331"
217,"Agnes","Bishop","23","331"
356,"Gerald","Fultz","30","330"
109,"Edna","West","26","330"
452,"Tom","Milner","32","330"
541,"Darren","Windham","24","330"
423,"Alfred","Casillas","26","330"
499,"Marc","Outlaw","30","329"
407,"Dale","Ratcliff","27","329"
88,"Bonnie","Hughes","21","329"
234,"Claudia","Fuller","26","328"
269,"Cassandra","Walters","30","328"
174,"Yvonne","Watkins","21","328"
222,"Delores","Hansen","21","327"
256,"Mabel","Holland","30","327"
387,"Jesse","Schilling","26","327"
507,"Edgar","Rhoads","25","327"
518,"Gabriel","Harder","26","326"
467,"Alvin","Deloach","29","326"
299,"James","Gannon","30","326"
287,"Becky","Miles","29","325"
78,"Lori","Wood","31","325"
530,"Darryl","Ashcraft","23","324"
213,"Gina","Williamson","28","324"
181,"Ana","Bradley","34","324"
456,"Ronnie","Ricketts","25","323"
44,"Marie","Turner","26","323"
574,"Julian","Vest","28","323"
14,"Betty","White","28","323"
388,"Craig","Morrell","30","322"
69,"Judy","Gray","25","322"
578,"Willard","Lumpkin","22","322"
338,"Dennis","Gilman","28","320"
49,"Joyce","Edwards","28","319"
417,"Travis","Estep","25","318"
177,"Samantha","Duncan","23","318"
93,"Phyllis","Foster","23","318"
513,"Duane","Tubbs","31","318"
494,"Ramon","Choate","31","318"
497,"Gilbert","Sledge","28","318"
416,"Jeffery","Pinson","31","318"
522,"Arnold","Havens","33","318"
227,"Colleen","Burton","24","317"
596,"Enrique","Forsythe","28","316"
187,"Brittany","Riley","28","316"
396,"Earl","Shanks","27","316"
225,"Arlene","Harvey","26","316"
453,"Calvin","Martel","23","316"
517,"Brad","Mccurdy","25","316"
25,"Deborah","Walker","29","316"
559,"Everett","Banda","28","315"
133,"Pauline","Henry","27","314"
149,"Valerie","Black","26","314"
434,"Eddie","Tomlin","27","314"
107,"Florence","Woods","30","314"
290,"Kristina","Chambers","28","314"
309,"Christopher","Greco","31","313"
128,"Marjorie","Tucker","32","313"
508,"Milton","Howland","25","312"
276,"Brandy","Graves","28","312"
77,"Jane","Bennett","28","312"
169,"Erica","Matthews","22","312"
557,"Felix","Gaffney","24","312"
154,"Michele","Grant","30","312"
173,"Audrey","Ray","29","311"
405,"Leonard","Schofield","32","311"
261,"Deanna","Byrd","26","311"
67,"Kelly","Torres","22","311"
419,"Chad","Carbone","25","310"
58,"Jean","Bell","27","310"
448,"Miguel","Betancourt","29","309"
163,"Cathy","Spencer","29","309"
165,"Lorraine","Stephens","21","309"
237,"Tanya","Gilbert","33","308"
333,"Andrew","Purdy","27","308"
395,"Johnny","Turpin","19","308"
143,"Leslie","Gordon","22","307"
160,"Erin","Dunn","27","307"
115,"Wendy","Harrison","30","307"
202,"Carla","Gutierrez","26","307"
487,"Hector","Poindexter","26","307"
475,"Pedro","Chestnut","24","306"
24,"Kimberly","Lee","25","306"
122,"Thelma","Murray","32","306"
170,"Beatrice","Arnold","26","306"
341,"Peter","Menard","23","305"
179,"Dana","Hart","29","304"
85,"Anne","Powell","23","304"
583,"Marshall","Thorn","23","303"
539,"Mathew","Bolin","22","303"
347,"Ryan","Salisbury","30","303"
74,"Denise","Kelly","27","302"
73,"Beverly","Brooks","24","302"
111,"Carmen","Owens","26","302"
121,"Josephine","Gomez","26","302"
221,"Bessie","Morrison","28","302"
243,"Lydia","Burke","24","302"
324,"Gary","Coy","25","302"
444,"Marcus","Hidalgo","30","302"
400,"Bryan","Hardison","28","301"
471,"Dean","Sauer","27","300"
474,"Dustin","Gillette","26","300"
532,"Neil","Renner","32","300"
391,"Clarence","Gamez","30","300"
252,"Mattie","Hoffman","22","299"
250,"Jo","Fowler","20","299"
191,"Jeanette","Greene","20","299"
331,"Eric","Robert","27","298"
481,"Herman","Devore","29","298"
463,"Darrell","Power","25","298"
437,"Randall","Neumann","23","297"
337,"Jerry","Jordon","29","297"
65,"Rose","Howard","22","296"
326,"Jose","Andrew","25","296"
540,"Tyrone","Asher","24","295"
16,"Sandra","Martin","28","295"
87,"Wanda","Patterson","30","295"
454,"Alex","Gresham","33","294"
447,"Clifford","Bowens","29","294"
275,"Carole","Barnett","30","293"
18,"Carol","Garcia","22","293"
336,"Joshua","Mark","30","293"
420,"Jacob","Lance","21","293"
72,"Theresa","Watson","30","293"
310,"Daniel","Cabral","20","292"
472,"Greg","Robins","30","292"
343,"Douglas","Graf","25","292"
479,"Zachary","Hite","31","292"
556,"Armando","Gruber","21","292"
239,"Minnie","Romero","34","290"
457,"Bill","Gavin","28","290"
98,"Lillian","Griffin","25","289"
515,"Andre","Rapp","28","289"
422,"Melvin","Ellington","26","289"
427,"Jesus","Mccartney","24","288"
166,"Lynn","Payne","28","288"
426,"Bradley","Motley","27","288"
554,"Dwayne","Olvera","22","287"
99,"Emily","Diaz","24","287"
11,"Lisa","Anderson","24","287"
60,"Mildred","Bailey","25","287"
516,"Elmer","Noe","26","287"
132,"Esther","Crawford","28","287"
553,"Max","Pitt","24","286"
345,"Carl","Artis","23","286"
264,"Gwendolyn","May","25","285"
521,"Roland","South","23","285"
591,"Kent","Arsenault","27","285"
139,"Amber","Dixon","27","285"
579,"Daryl","Larue","27","284"
339,"Walter","Perryman","30","284"
308,"Thomas","Grigsby","25","284"
238,"Nellie","Garrett","21","283"
9,"Margaret","Moore","23","283"
441,"Mario","Cheatham","28","283"
13,"Karen","Jackson","27","282"
41,"Stephanie","Mitchell","25","281"
536,"Fernando","Churchill","25","281"
142,"April","Burns","26","281"
15,"Helen","Harris","32","280"
45,"Janet","Phillips","27","280"
180,"Stacy","Cunningham","23","280"
320,"Anthony","Schwab","20","280"
325,"Timothy","Bunn","22","279"
433,"Don","Bone","25","279"
2,"Patricia","Johnson","27","279"
450,"Jay","Robb","26","278"
3,"Linda","Williams","26","278"
573,"Byron","Box","29","278"
20,"Sharon","Robinson","30","278"
134,"Emma","Boyd","23","278"
364,"Benjamin","Varney","23","277"
411,"Norman","Currier","26","277"
415,"Glenn","Pullen","23","277"
245,"Courtney","Day","32","277"
63,"Ashley","Richardson","25","277"
537,"Clinton","Buford","25","277"
266,"Nora","Herrera","28","277"
164,"Joann","Gardner","16","275"
171,"Dolores","Wagner","26","275"
124,"Sheila","Wells","18","275"
389,"Alan","Kahn","26","275"
525,"Adrian","Clary","19","275"
68,"Nicole","Peterson","22","274"
79,"Rachel","Barnes","22","274"
268,"Nina","Soto","29","274"
545,"Julio","Noland","21","273"
304,"David","Royal","26","273"
1,"Mary","Smith","32","273"
577,"Clifton","Malcolm","27","273"
192,"Laurie","Lawrence","23","273"
270,"Leah","Curtis","25","273"
4,"Barbara","Jones","22","272"
359,"Willie","Markham","25","272"
327,"Larry","Thrasher","26","271"
100,"Robin","Hayes","24","271"
568,"Alberto","Henning","21","270"
534,"Christian","Jung","24","269"
547,"Kurt","Emmons","23","269"
402,"Luis","Yanez","20","269"
242,"Glenda","Frazier","32","269"
562,"Wallace","Slone","25","268"
301,"Robert","Baughman","21","268"
34,"Rebecca","Scott","24","266"
543,"Lance","Pemberton","22","266"
512,"Cecil","Vines","26","266"
460,"Leon","Bostic","25","266"
56,"Gloria","Cook","30","265"
361,"Lawrence","Lawton","31","265"
425,"Francis","Sikes","26","265"
311,"Paul","Trout","23","265"
156,"Bertha","Ferguson","25","264"
283,"Felicia","Sutton","28","264"
298,"Erika","Pena","26","264"
150,"Danielle","Daniels","25","264"
6,"Jennifer","Davis","28","264"
212,"Wilma","Richards","20","263"
355,"Terry","Grissom","20","263"
399,"Danny","Isom","21","263"
466,"Leo","Ebert","23","263"
476,"Derrick","Bourque","22","263"
155,"Gail","Knight","25","263"
375,"Aaron","Selby","24","262"
216,"Natalie","Meyer","23","262"
393,"Philip","Causey","31","262"
294,"Shelly","Watts","26","262"
358,"Samuel","Marlow","21","261"
104,"Rita","Graham","24","261"
511,"Chester","Benner","24","261"
458,"Lloyd","Dowd","19","261"
510,"Ben","Easter","26","260"
153,"Suzanne","Nichols","24","260"
446,"Theodore","Culp","31","260"
477,"Dan","Paine","22","260"
582,"Andy","Vanhorn","25","259"
208,"Lucy","Wheeler","26","259"
382,"Victor","Barkley","24","259"
175,"Annette","Olson","24","258"
31,"Brenda","Wright","26","258"
572,"Sidney","Burleson","25","257"
135,"Juanita","Mason","30","256"
523,"Harvey","Guajardo","22","256"
59,"Cheryl","Murphy","27","256"
533,"Jessie","Milam","33","256"
488,"Shane","Millard","22","255"
95,"Paula","Bryant","18","255"
123,"Shannon","Freeman","24","254"
428,"Herbert","Kruger","20","253"
145,"Lucille","Holmes","28","252"
590,"Seth","Hannon","25","252"
440,"Bernard","Colby","22","251"
215,"Jessie","Banks","26","251"
531,"Jamie","Waugh","25","251"
152,"Alicia","Mills","21","250"
491,"Rick","Mattox","27","250"
369,"Fred","Wheat","25","249"
300,"John","Farnsworth","31","249"
229,"Tamara","Nguyen","25","249"
495,"Charlie","Bess","26","248"
288,"Bobbie","Craig","24","247"
549,"Nelson","Christenson","20","247"
429,"Frederick","Isbell","21","246"
39,"Debra","Nelson","29","245"
378,"Eugene","Culpepper","19","243"
593,"Rene","Mcalister","26","243"
17,"Donna","Thompson","21","243"
193,"Katie","Elliott","25","242"
224,"Pearl","Garza","22","242"
430,"Ray","Houle","22","242"
118,"Kim","Cruz","21","241"
219,"Willie","Howell","26","241"
587,"Sergio","Stanfield","26","240"
483,"Vernon","Chapa","18","240"
489,"Ricardo","Meador","21","240"
10,"Dorothy","Taylor","25","239"
55,"Doris","Reed","22","239"
272,"Kay","Caldwell","20","239"
490,"Sam","Mcduffie","24","238"
367,"Adam","Gooch","22","237"
501,"Ruben","Geary","21","236"
563,"Ken","Prewitt","29","235"
365,"Bruce","Schwarz","23","235"
585,"Perry","Swafford","24","235"
398,"Antonio","Meek","16","234"
116,"Victoria","Gibson","27","234"
352,"Albert","Crouse","23","233"
486,"Glen","Talbert","26","233"
182,"Renee","Lane","26","233"
597,"Freddie","Duggan","25","232"
478,"Lewis","Lyman","19","232"
524,"Jared","Ely","19","232"
542,"Lonnie","Tirado","18","232"
552,"Hugh","Waldrop","21","232"
519,"Ron","Deluca","23","231"
37,"Pamela","Baker","23","231"
555,"Dwight","Lombardi","17","231"
560,"Jordan","Archuleta","30","231"
514,"Franklin","Troutman","22","229"
47,"Frances","Parker","22","228"
493,"Brent","Harkins","23","228"
561,"Ian","Still","27","228"
33,"Anna","Hill","21","228"
284,"Sonia","Gregory","28","227"
350,"Juan","Fraley","23","227"
370,"Wayne","Truong","19","227"
106,"Connie","Wallace","23","227"
586,"Kirk","Stclair","19","226"
200,"Jeanne","Lawson","27","225"
412,"Allen","Butterfield","21","225"
421,"Lee","Hawks","27","225"
351,"Jack","Foust","24","224"
443,"Francisco","Skidmore","22","224"
401,"Tony","Carranza","21","222"
43,"Christine","Roberts","24","222"
392,"Sean","Douglass","23","221"
305,"Richard","Mccrary","25","221"
8,"Susan","Wilson","24","220"
312,"Mark","Rinehart","26","219"
564,"Bob","Pfeiffer","24","219"
335,"Gregory","Mauldin","23","219"
480,"Corey","Hauser","22","219"
330,"Scott","Shelley","25","219"
162,"Lauren","Hudson","20","218"
246,"Marian","Mendoza","23","218"
414,"Vincent","Ralston","25","217"
464,"Jerome","Kenyon","16","216"
127,"Elaine","Stevens","24","215"
580,"Ross","Grey","27","214"
159,"Jill","Hawkins","21","212"
101,"Peggy","Myers","24","212"
285,"Miriam","Mckinney","26","212"
218,"Vera","Mccoy","18","212"
105,"Dawn","Sullivan","26","212"
205,"Eileen","Carr","18","210"
321,"Kevin","Schuler","22","209"
70,"Christina","Ramirez","18","209"
496,"Tyler","Wren","21","206"
22,"Laura","Rodriguez","22","205"
194,"Kristen","Chavez","18","204"
353,"Jonathan","Scarborough","18","203"
509,"Raul","Fortier","20","202"
379,"Carlos","Coughlin","23","202"
249,"Dora","Medina","23","201"
384,"Ernest","Stepp","25","200"
140,"Eva","Ramos","18","200"
195,"Vanessa","Sims","19","200"
303,"William","Satterfield","26","200"
80,"Marilyn","Ross","30","198"
328,"Jeffrey","Spear","23","198"
258,"Myrtle","Fleming","24","197"
226,"Maureen","Little","21","196"
544,"Cody","Nolen","22","196"
40,"Amanda","Carter","27","194"
183,"Ida","Andrews","23","192"
94,"Norma","Gonzales","21","192"
292,"Misty","Lambert","27","191"
413,"Marvin","Yee","21","189"
247,"Stella","Moreno","22","188"
136,"Anita","Morales","15","186"
394,"Chris","Brothers","22","186"
271,"Penny","Neal","18","183"
431,"Joel","Francisco","23","183"
231,"Georgia","Jacobs","26","179"
313,"Donald","Mahon","23","179"
599,"Austin","Cintron","19","175"
184,"Vivian","Ruiz","23","175"
189,"Loretta","Carpenter","22","173"
315,"Kenneth","Gooden","17","170"
203,"Tara","Ryan","20","169"
81,"Andrea","Henderson","22","169"
281,"Leona","Obrien","14","168"
223,"Melinda","Fernandez","17","168"
61,"Katherine","Rivera","14","167"
110,"Tiffany","Jordan","14","167"
344,"Henry","Billingsley","18","165"
62,"Joan","Cooper","23","164"
248,"Caroline","Bowman","15","164"
117,"Edith","Mcdonald","19","163"
255,"Irma","Pearson","18","160"
598,"Wade","Delvalle","22","160"
19,"Ruth","Martinez","24","157"
567,"Alfredo","Mcadams","20","156"
76,"Irene","Price","23","154"
465,"Floyd","Gandy","17","151"
97,"Annie","Russell","18","148"
48,"Ann","Evans","17","147"
505,"Rafael","Abney","21","143"
318,"Brian","Wyman","12","142"
492,"Lester","Kraus","16","137"
449,"Oscar","Aquino","20","100"
548,"Allan","Cornish","19","88"
